"Year","Event","DataCards","Deaths","Houses.Ruined","Affected","Monetary.LossUSD","Event_Severity"
"1993","RAIN",61,18,17972,331896,1413000,6
"1993","SNOWSTORM",34,3,1048,2000,9000000,9
"1993","SPATE",1,2,0,0,0,10
"1993","STORM",74,19,7401,255780,0,6
"1993","STRONGWIND",58,9,1500,51140,594000,8
"1993","STRUCTURE",4,2,0,0,0,10
"1993","SURGE",1,0,60,300,0,10
"1994","ACCIDENT",15,43,0,0,0,1
"1994","BIOLOGICAL",5,0,0,0,0,10
"1994","DROUGHT",73,1,0,14000,12636000,10
"1994","EARTHQUAKE",3,2,1113,2546,240000,10
"1994","ELECTRICSTORM",5,7,0,0,0,8
"1994","EPIDEMIC",106,58,0,0,0,1
"1994","ERUPTION",11,0,0,0,0,10
"1994","EXPLOSION",31,38,21,200,60000,2
"1994","FIRE",24,19,265,4895,2368382,6
"1994","FLOOD",73,22,2197,16669,30006000,5
"1994","FORESTFIRE",24,0,0,320,0,10
"1994","FROST",17,170,0,3072,0,1
"1994","HAILSTORM",38,1,1008,5170,0,10
"1994","Hambruna",1,34,0,0,0,3
"1994","HEATWAVE",3,30,0,100000,0,3
"1994","Intoxicación",12,64,0,3300,0,1
"1994","LANDSLIDE",10,11,209,1350,0,8
"1994","LEAK",10,5,0,20,0,9
"1994","PLAGUE",9,0,0,0,0,10
"1994","RAIN",17,15,25,171000,180,7
"1994","SNOWSTORM",16,85,150,0,0,1
"1994","SPATE",5,13,117,0,30000,7
"1994","STORM",29,5,1155,305092,186000,9
"1994","STRONGWIND",26,3,60,35610,12284400,9
"1994","STRUCTURE",5,2,0,0,0,10
"1995","ACCIDENT",4,72,0,0,0,1
"1995","ALLUVION",1,0,70,0,0,10
"1995","BIOLOGICAL",5,0,0,0,0,10
"1995","DROUGHT",6,0,0,0,4080000,10
"1995","EARTHQUAKE",18,72,261,11205,7261840,1
"1995","ELECTRICSTORM",1,1,0,0,0,10
"1995","EPIDEMIC",51,87,0,0,0,1
"1995","EXPLOSION",6,7,6,26,0,8
"1995","FIRE",11,6,4,0,0,9
"1995","FLOOD",55,23,32353,61810,0,5
"1995","FORESTFIRE",5,0,0,0,0,10
"1995","FROST",8,18,0,0,0,6
"1995","HAILSTORM",1,0,0,0,0,10
"1995","Hambruna",1,0,0,0,0,10
"1995","HEATWAVE",2,6,0,0,0,9
"1995","LANDSLIDE",4,0,29,25000,0,10
"1995","LEAK",5,0,0,0,0,10
"1995","Onda fría",1,3,0,0,0,9
"1995","OTHER",1,0,0,15000,75000000,10
"1995","POLLUTION",3,0,0,0,0,10
"1995","Racionamiento",3,0,0,7000,0,10
"1995","RAIN",16,215,5969,246798,1560000,1
"1995","STORM",20,12,325,650,0,7
"1995","STRUCTURE",1,0,7,0,0,10
"1996","ACCIDENT",2,16,0,0,0,7
"1996","BIOLOGICAL",3,0,0,0,0,10
"1996","DROUGHT",17,0,0,200,3600000,10
"1996","EARTHQUAKE",1,0,0,0,0,10
"1996","ELECTRICSTORM",6,13,0,0,0,7
"1996","EPIDEMIC",22,28,0,0,0,4
"1996","EXPLOSION",9,20,3,0,0,6
"1996","FIRE",15,20,371,1600,0,6
"1996","FLOOD",39,44,3142,326872,1800000,1
"1996","FORESTFIRE",17,0,0,0,0,10
"1996","FROST",32,53,0,150,0,1
"1996","HAILSTORM",4,1,154,35,0,10
"1996","Hambruna",3,77,0,0,4500000,1
"1996","HEATWAVE",6,6,0,0,0,9
"1996","Hundimiento",5,0,5000,238500,0,10
"1996","Intoxicación",1,10,0,0,0,8
"1996","LANDSLIDE",9,15,69,6005,0,7
"1996","LEAK",21,6,0,94,0,9
"1996","Onda fría",3,12,0,0,0,7
"1996","PLAGUE",1,0,0,0,0,10
"1996","POLLUTION",1,0,0,0,0,10
"1996","RAIN",12,11,2020,11700,0,8
"1996","SNOWSTORM",3,1,0,0,0,10
"1996","STORM",14,24,8058,39060,240000,5
"1996","STRONGWIND",8,7,230,0,0,8
"1997","ACCIDENT",3,2,0,0,0,10
"1997","EARTHQUAKE",7,0,106,2000,0,10
"1997","ELECTRICSTORM",3,3,0,0,0,9
"1997","EPIDEMIC",13,2,0,0,0,10
"1997","ERUPTION",4,0,0,0,0,10
"1997","EXPLOSION",7,11,2,0,0,8
"1997","FIRE",8,4,5,14,6120000,9
"1997","FLOOD",34,111,1373,155484,0,1
"1997","FORESTFIRE",10,2,0,0,0,10
"1997","FROST",73,119,0,200,2401560,1
"1997","HAILSTORM",5,0,435,600,2700000,10
"1997","HEATWAVE",4,6,0,0,0,9
"1997","LANDSLIDE",6,2,5,15,0,10
"1997","LEAK",9,6,0,32,0,9
"1997","PLAGUE",1,0,0,0,0,10
"1997","POLLUTION",16,0,0,0,0,10
"1997","RAIN",20,192,5438,396790,0,1
"1997","SNOWSTORM",17,31,6,500,0,3
"1997","STORM",38,11,1160,64430,12000,8
"1997","STRONGWIND",2,2,1,0,0,10
"1998","ACCIDENT",18,33,0,0,0,3
"1998","ALLUVION",1,1,0,0,0,10
"1998","AVALANCHE",1,1,0,0,0,10
"1998","BIOLOGICAL",7,0,0,0,0,10
"1998","COASTLINE",1,3,0,0,0,9
"1998","DROUGHT",23,3,0,508000,9000000,9
"1998","EARTHQUAKE",1,0,0,0,0,10
"1998","ELECTRICSTORM",11,12,0,0,0,7
"1998","EPIDEMIC",50,7,0,0,0,8
"1998","EXPLOSION",3,8,150,0,0,8
"1998","FIRE",9,1,116,900,0,10
"1998","FLOOD",279,332,17376,226804,3600000,1
"1998","FORESTFIRE",118,53,68,135,0,1
"1998","FROST",22,241,0,22800,0,1
"1998","HAILSTORM",5,0,684,3900,0,10
"1998","HEATWAVE",3,1,0,0,0,10
"1998","Hundimiento",2,0,34,20,0,10
"1998","Intoxicación",1,0,0,0,0,10
"1998","LANDSLIDE",21,77,167,0,0,1
"1998","LEAK",3,0,0,0,0,10
"1998","Onda fría",1,16,0,0,0,7
"1998","PLAGUE",3,0,0,500,0,10
"1998","POLLUTION",61,3,0,6000,18000000,9
"1998","RAIN",84,356,31932,1244430,0,1
"1998","SNOWSTORM",19,0,0,0,9000000,10
"1998","SPATE",1,1,0,0,0,10
"1998","STORM",48,15,828,123090,0,7
"1998","STRONGWIND",4,0,0,31,0,10
"1998","SURGE",2,5,0,0,0,9
"1999","ACCIDENT",12,69,0,0,0,1
"1999","BIOLOGICAL",20,0,0,0,0,10
"1999","DROUGHT",115,1,0,983000,0,10
"1999","EARTHQUAKE",64,103,70670,23154,17028000,1
"1999","ELECTRICSTORM",16,37,1053,29000,0,2
"1999","EPIDEMIC",56,43,0,0,0,1
"1999","ERUPTION",4,0,0,0,0,10
"1999","EXPLOSION",23,68,55,160400,0,1
"1999","FIRE",30,16,1801,7286,66000,7
"1999","FLOOD",341,532,78111,1298026,5460000,1
"1999","FORESTFIRE",174,2,73,0,39000,10
"1999","FROST",121,437,0,27145,180000,1
"1999","HAILSTORM",29,0,2053,25350,216000,10
"1999","HEATWAVE",23,146,0,0,120000,1
"1999","Intoxicación",4,21,0,0,0,5
"1999","LANDSLIDE",81,1353,18443,1641669,0,2
"1999","LEAK",12,0,0,15000,0,10
"1999","Onda fría",28,900,0,40,0,2
"1999","PLAGUE",10,0,0,6000,180000,10
"1999","POLLUTION",55,0,0,11440,0,10
"1999","RAIN",64,148,6310,41375,4890000,1
"1999","SNOWSTORM",12,2,0,0,0,10
"1999","STORM",74,80,6377,58642,0,1
"1999","STRONGWIND",151,15,580,1912,0,7
"1999","STRUCTURE",9,3,4000,0,0,9
"1999","SURGE",3,4,0,3000,0,9
"2000","ACCIDENT",18,38,0,0,0,2
"2000","ALLUVION",2,2,32,0,0,10
"2000","BIOLOGICAL",10,0,0,97600,0,10
"2000","DROUGHT",84,0,0,396000,14640000,10
"2000","EARTHQUAKE",4,1,110,0,0,10
"2000","ELECTRICSTORM",3,6,1,0,0,9
"2000","EPIDEMIC",48,148,0,12000,0,1
"2000","ERUPTION",7,0,0,0,0,10
"2000","EXPLOSION",31,26,41,7,3918000,4
"2000","FIRE",54,42,107,30,30936000,1
"2000","FLOOD",135,57,20594,482008,0,1
"2000","FORESTFIRE",71,9,1,0,0,8
"2000","FROST",41,226,0,13006,0,1
"2000","HAILSTORM",12,3,1738,2987,0,9
"2000","Hambruna",5,0,0,0,0,10
"2000","HEATWAVE",1,1,0,0,0,10
"2000","Hundimiento",3,0,70,800070,0,10
"2000","Intoxicación",29,24,0,2130,0,5
"2000","LANDSLIDE",24,30,132,26041,0,3
"2000","LEAK",21,1,0,600,600000,10
"2000","Onda fría",4,16,0,0,0,7
"2000","PLAGUE",26,0,0,0,0,10
"2000","POLLUTION",18,0,0,33100,0,10
"2000","Racionamiento",1,0,0,12000,0,10
"2000","RAIN",20,0,6,26650,600000,10
"2000","SNOWSTORM",4,22,0,600,0,5
"2000","SPATE",2,3,0,0,0,9
"2000","STORM",34,25,4321,60455,10800000,5
"2000","STRONGWIND",26,0,368,12200,0,10
"2000","STRUCTURE",5,5,0,0,0,9
"2000","SURGE",5,6,29,0,600000,9
"2000","TORNADO",1,0,0,0,0,10
"2001","ACCIDENT",11,22,0,0,0,5
"2001","BIOLOGICAL",26,0,0,0,0,10
"2001","DROUGHT",9,0,0,0,0,10
"2001","EARTHQUAKE",9,0,2473,9759,0,10
"2001","ELECTRICSTORM",5,9,0,0,0,8
"2001","EPIDEMIC",20,7,0,2800,0,8
"2001","ERUPTION",1,0,0,0,0,10
"2001","EXPLOSION",37,37,43,0,720000,2
"2001","FIRE",44,12,292,1057,1381800,7
"2001","FLOOD",107,36,13125,232888,27300000,2
"2001","FORESTFIRE",9,3,0,0,0,9
"2001","FROST",26,47,0,0,0,1
"2001","HAILSTORM",14,4,241,5400,0,9
"2001","HEATWAVE",1,12,0,0,0,7
"2001","Hundimiento",2,0,4,16,0,10
"2001","Intoxicación",4,8,0,0,0,8
"2001","LANDSLIDE",15,11,54,400076,0,8
"2001","LEAK",19,0,0,80020,0,10
"2001","Onda fría",11,22,0,0,0,5
"2001","PLAGUE",14,0,0,0,0,10
"2001","POLLUTION",16,0,0,142000,0,10
"2001","Racionamiento",77,0,0,631424,0,10
"2001","RAIN",22,9,376,2050,0,8
"2001","SNOWSTORM",59,26,3015,8000,0,4
"2001","STORM",28,13,729,16296,0,7
"2001","STRONGWIND",28,0,80,400000,0,10
"2001","STRUCTURE",5,1,13,0,0,10
"2001","SURGE",2,2,0,0,0,10
"2001","TORNADO",1,0,0,0,0,10
"2002","ACCIDENT",31,130,0,0,0,1
"2002","ALLUVION",1,1,0,0,0,10
"2002","BIOLOGICAL",74,0,0,0,0,10
"2002","DROUGHT",71,0,0,24143,764280,10
"2002","EARTHQUAKE",2,0,4,0,0,10
"2002","ELECTRICSTORM",3,4,0,0,0,9
"2002","EPIDEMIC",121,69,0,0,0,1
"2002","ERUPTION",2,0,0,0,0,10
"2002","EXPLOSION",25,40,30,20,0,1
"2002","FIRE",32,18,421,740,18000,6
"2002","FLOOD",278,42,25871,144106,13010400,1
"2002","FORESTFIRE",39,3,54,200,0,9
"2002","FROST",108,125,0,2400,0,1
"2002","HAILSTORM",13,0,1231,6725,0,10
"2002","Hambruna",1,0,0,0,0,10
"2002","HEATWAVE",12,9,0,150,0,8
"2002","Hundimiento",10,0,29,22000,0,10
"2002","Intoxicación",13,17,0,0,0,6
"2002","LANDSLIDE",33,10,156,75120,0,8
"2002","LEAK",13,1,0,800,0,10
"2002","Onda fría",10,15,0,0,0,7
"2002","PANIC",2,0,0,150,0,10
"2002","PLAGUE",34,4,0,240,0,9
"2002","POLLUTION",56,4,0,109420,0,9
"2002","Racionamiento",2,0,0,100000,0,10
"2002","RAIN",68,57,12689,2229887,1000000000,1
"2002","SEDIMENTATION",1,0,0,0,0,10
"2002","SNOWSTORM",58,55,1500,47650,0,1
"2002","SPATE",3,6,0,0,0,9
"2002","STORM",51,15,37729,183172,72580000,7
"2002","STRONGWIND",17,3,2561,67244,0,9
"2002","STRUCTURE",6,4,3,2000,0,9
"2002","SURGE",3,0,0,0,0,10
"2002","TORNADO",1,0,11,0,0,10
"2003","ACCIDENT",9,11,0,0,0,8
"2003","ALLUVION",2,10,22,0,0,8
"2003","BIOLOGICAL",3,0,0,0,0,10
"2003","DROUGHT",33,0,0,4870,48360000,10
"2003","EARTHQUAKE",16,37,331,0,0,2
"2003","ELECTRICSTORM",8,5,0,48700,0,9
"2003","EPIDEMIC",75,23,0,0,0,5
"2003","EXPLOSION",10,85,1875,8500,600000,1
"2003","FIRE",12,15,350,1036,0,7
"2003","FLOOD",198,58,107932,511306,3,1
"2003","FORESTFIRE",64,8,119,464,0,8
"2003","FROST",31,65,0,0,0,1
"2003","HAILSTORM",1,0,700,2800,0,10
"2003","Hundimiento",3,0,55,14054,0,10
"2003","LANDSLIDE",21,17,122,10130,0,6
"2003","LEAK",5,3,0,0,0,9
"2003","Onda fría",2,15,0,0,0,7
"2003","PANIC",1,0,0,0,0,10
"2003","POLLUTION",4,0,0,300,0,10
"2003","Racionamiento",2,0,0,15000,0,10
"2003","RAIN",33,15,6337,327636,54000000,7
"2003","SPATE",1,1,0,0,0,10
"2003","STORM",18,29,1043,4658,0,4
"2003","STRONGWIND",8,6,515,180,0,9
"2003","STRUCTURE",2,1,5,0,0,10
"2003","SURGE",2,11,0,27,0,8
"2004","ACCIDENT",7,12,0,5,0,7
"2004","ALLUVION",5,1,452,100,0,10
"2004","BIOLOGICAL",2,0,0,0,0,10
"2004","DROUGHT",21,0,0,2582,0,10
"2004","EARTHQUAKE",6,0,15,0,0,10
"2004","ELECTRICSTORM",8,11,0,0,0,8
"2004","EPIDEMIC",29,9,0,0,0,8
"2004","EXPLOSION",29,28,13,0,300000,4
"2004","FIRE",28,8,66,113,120000,8
"2004","FLOOD",222,112,29221,100304,8202000,1
"2004","FORESTFIRE",12,0,0,0,0,10
"2004","FROST",90,217,0,1362800,44730000,1
"2004","HAILSTORM",41,0,3588,16975,16350000,10
"2004","HEATWAVE",2,7,0,0,0,8
"2004","Hundimiento",7,1,2054,316,0,10
"2004","Intoxicación",10,21,0,0,0,5
"2004","LANDSLIDE",49,22,129,93486,0,5
"2004","LEAK",19,1,1,10000,0,10
"2004","Onda fría",5,3,0,0,0,9
"2004","PANIC",1,0,0,0,0,10
"2004","PLAGUE",5,0,0,420,7680000,10
"2004","POLLUTION",12,0,40,15160,0,10
"2004","Racionamiento",1,0,0,80000,0,10
"2004","RAIN",32,6,324,3962,0,9
"2004","SNOWSTORM",78,2,350,5900,0,10
"2004","SPATE",3,3,32,120,0,9
"2004","STORM",27,5,725,311794,0,9
"2004","STRONGWIND",16,0,267,4100,0,10
"2004","STRUCTURE",6,0,2050,13000,0,10
"2004","SURGE",2,0,0,0,0,10
"2005","ACCIDENT",27,84,0,0,0,1
"2005","ALLUVION",1,0,20,0,0,10
"2005","BIOLOGICAL",30,0,0,40000,0,10
"2005","DROUGHT",76,1,0,2224769,0,10
"2005","ELECTRICSTORM",7,7,0,0,0,8
"2005","EPIDEMIC",65,104,0,0,0,1
"2005","ERUPTION",1,0,0,0,0,10
"2005","EXPLOSION",43,64,120,45500,60000,1
"2005","FIRE",56,35,559,305690,4800000,2
"2005","FLOOD",370,105,323193,2732819,0,1
"2005","FOG",2,0,0,3000,0,10
"2005","FORESTFIRE",69,6,40,0,0,9
"2005","FROST",83,142,0,350000,0,1
"2005","HAILSTORM",8,4,2300,31000,0,9
"2005","HEATWAVE",45,38,0,0,0,2
"2005","Hundimiento",9,3,0,0,0,9
"2005","Intoxicación",22,42,0,0,0,1
"2005","LANDSLIDE",88,95,300,283769,200000,1
"2005","LEAK",27,49,0,16365,0,1
"2005","Onda fría",15,83,0,0,0,1
"2005","PANIC",1,0,0,0,0,10
"2005","PLAGUE",5,0,0,0,44400000,10
"2005","POLLUTION",136,8,200,616520,0,8
"2005","Racionamiento",23,0,0,572000,0,10
"2005","RAIN",150,39,751071,1246600,0,2
"2005","SNOWSTORM",23,58,0,0,0,1
"2005","SPATE",11,29,1200,9000,0,4
"2005","STORM",17,13,218,2740,0,7
"2005","STRONGWIND",30,5,152,361200,0,9
"2005","STRUCTURE",22,5,185,1890,2400,9
"2005","SURGE",4,2,0,0,0,10
"2005","TORNADO",1,0,0,0,0,10
"2006","ACCIDENT",67,211,0,30,0,1
"2006","ALLUVION",1,5,0,0,0,9
"2006","BIOLOGICAL",34,0,0,0,0,10
"2006","COASTLINE",1,0,0,0,0,10
"2006","DROUGHT",40,0,0,680,0,10
"2006","EARTHQUAKE",8,0,0,0,0,10
"2006","ELECTRICSTORM",15,20,46,30,0,6
"2006","EPIDEMIC",52,24,0,0,0,5
"2006","ERUPTION",1,0,0,0,0,10
"2006","EXPLOSION",44,124,163,20000,1500000,1
"2006","FIRE",65,75,233,847,69000,1
"2006","FLOOD",377,88,35155,272266,1380000,1
"2006","FOG",1,0,0,10000,0,10
"2006","FORESTFIRE",120,8,43,0,0,8
"2006","FROST",285,228,0,2825100,0,1
"2006","HAILSTORM",50,1,1770,75,0,10
"2006","Hambruna",5,0,0,0,0,10
"2006","HEATWAVE",24,38,0,6000,0,2
"2006","Hundimiento",9,0,20640,0,0,10
"2006","Intoxicación",16,36,0,0,0,2
"2006","LANDSLIDE",81,55,73,158528,0,1
"2006","LEAK",13,3,4,1000200,0,9
"2006","Onda fría",24,40,0,0,0,1
"2006","OTHER",2,0,0,0,0,10
"2006","PANIC",27,21,0,0,0,5
"2006","PLAGUE",10,0,0,0,0,10
"2006","POLLUTION",130,0,0,5451800,0,10
"2006","Racionamiento",16,0,0,1467385,0,10
"2006","RAIN",61,15,4228,727685,13110000,7
"2006","SNOWSTORM",89,3,10,24600,0,9
"2006","SPATE",18,26,0,0,0,4
"2006","STORM",30,4,370,0,36000,9
"2006","STRONGWIND",46,5,706,108000,0,9
"2006","STRUCTURE",23,8,17872,1620,11400000,8
"2006","SURGE",4,3,0,0,0,9
"2007","ACCIDENT",60,183,1,0,0,1
"2007","BIOLOGICAL",50,0,0,0,648000,10
"2007","DROUGHT",6,0,0,1000,0,10
"2007","EARTHQUAKE",24,0,26,15,0,10
"2007","ELECTRICSTORM",19,25,40,4,0,5
"2007","EPIDEMIC",74,189,11,3250,0,1
"2007","ERUPTION",4,0,0,0,0,10
"2007","EXPLOSION",50,54,166,0,420000,1
"2007","FIRE",62,76,144,767,0,1
"2007","FLOOD",510,34,201643,1945320,1000000000,3
"2007","FOG",8,0,0,0,0,10
"2007","FORESTFIRE",42,17,9,0,0,6
"2007","FROST",118,42,0,3725,0,1
"2007","HAILSTORM",38,1,4548,22510,1260000,10
"2007","HEATWAVE",18,8,0,0,0,8
"2007","Hundimiento",33,1,3425,0,0,10
"2007","Intoxicación",32,112,0,20000,0,1
"2007","LANDSLIDE",189,125,1166,101254,0,1
"2007","LEAK",26,0,5,402007,0,10
"2007","Onda fría",81,92,0,16857,1200000,1
"2007","OTHER",1,0,180,0,0,10
"2007","PLAGUE",39,0,0,10000,0,10
"2007","POLLUTION",49,2,500,26000,0,10
"2007","RAIN",191,37,62797,752300,0,2
"2007","SNOWSTORM",148,7,0,72000,0,8
"2007","SPATE",46,62,512,2000,0,1
"2007","STORM",89,11,5416,206562,0,8
"2007","STRONGWIND",109,4,7765,46355,0,9
"2007","STRUCTURE",23,10,71,10007,0,8
"2007","SURGE",9,0,0,0,0,10
"2007","TORNADO",9,3,1726,146000,6000000,9
"2008","ACCIDENT",48,94,0,0,150000,1
"2008","ALLUVION",4,0,213,200,0,10
"2008","BIOLOGICAL",42,0,0,800,0,10
"2008","COASTLINE",2,0,0,0,0,10
"2008","DROUGHT",22,0,0,2140,0,10
"2008","EARTHQUAKE",16,0,104,0,0,10
"2008","ELECTRICSTORM",10,8,0,0,0,8
"2008","EPIDEMIC",72,27,0,850,0,4
"2008","EXPLOSION",32,49,24,13,0,1
"2008","FIRE",41,48,34,26340,6240000,1
"2008","FLOOD",794,33,129468,1295220,24228000,3
"2008","FOG",3,0,0,0,0,10
"2008","FORESTFIRE",116,4,6,0,0,9
"2008","FROST",62,12,0,3000000,0,7
"2008","HAILSTORM",49,2,3026,15820,180000,10
"2008","HEATWAVE",37,16,0,0,0,7
"2008","Hundimiento",27,0,11710,6022,0,10
"2008","Intoxicación",7,14,0,0,0,7
"2008","LANDSLIDE",137,38,344,17958,0,2
"2008","LEAK",24,0,150,0,0,10
"2008","Onda fría",92,131,0,148150,600000,1
"2008","OTHER",2,2,100,600,0,10
"2008","PANIC",2,12,0,0,0,7
"2008","PLAGUE",18,0,0,742,0,10
"2008","POLLUTION",64,4001,0,51000,0,5
"2008","Racionamiento",6,0,0,460000,0,10
"2008","RAIN",141,6,17292,346870,7320000,9
"2008","SNOWSTORM",48,10,0,0,0,8
"2008","SPATE",97,100,5,125030,0,1
"2008","STORM",87,15,8791,305191,0,7
"2008","STRONGWIND",206,8,9252,429100,0,8
"2008","STRUCTURE",13,2,597,150,26340000,10
"2008","SURGE",19,3,27,0,0,9
"2009","ACCIDENT",17,31,3,30,0,3
"2009","BIOLOGICAL",72,0,0,1200,0,10
"2009","DROUGHT",212,0,0,147950,480000,10
"2009","EARTHQUAKE",31,2,1005,0,0,10
"2009","ELECTRICSTORM",6,4,0,0,0,9
"2009","EPIDEMIC",157,877,0,300,0,2
"2009","ERUPTION",1,0,0,0,0,10
"2009","EXPLOSION",28,16,39,0,0,7
"2009","FIRE",28,80,141,25900,0,1
"2009","FLOOD",287,23,68171,921998,34200000,5
"2009","FOG",2,0,0,0,0,10
"2009","FORESTFIRE",82,9,0,0,0,8
"2009","FROST",33,0,0,0,0,10
"2009","HAILSTORM",14,0,2536,300,0,10
"2009","HEATWAVE",60,46,0,0,0,1
"2009","Hundimiento",13,0,701,36,0,10
"2009","Intoxicación",13,22,0,85000,0,5
"2009","LANDSLIDE",64,31,444,9560,0,3
"2009","LEAK",5,0,0,0,0,10
"2009","Onda fría",54,21,0,1060,0,5
"2009","PLAGUE",76,10,0,20000,24000000,8
"2009","POLLUTION",82,5,0,103000,0,9
"2009","Racionamiento",204,0,0,50700000,0,10
"2009","RAIN",88,2,15580,79250,400000,10
"2009","SNOWSTORM",42,5,0,1500,0,9
"2009","SPATE",16,15,1,4000,0,7
"2009","STORM",98,4,1479,103100,0,9
"2009","STRONGWIND",48,1,291,40000,0,10
"2009","STRUCTURE",15,18,195,0,0,6
"2009","SURGE",96,17,0,0,0,6
"2010","ACCIDENT",55,182,1,0,0,1
"2010","ALLUVION",5,55,6057,16200,0,1
"2010","AVALANCHE",1,2,0,0,0,10
"2010","BIOLOGICAL",122,1,0,2100,0,10
"2010","DROUGHT",75,0,0,1200,0,10
"2010","EARTHQUAKE",22,5,8592,44600,0,9
"2010","ELECTRICSTORM",4,3,0,0,0,9
"2010","EPIDEMIC",111,43,0,0,0,1
"2010","EXPLOSION",70,59,1090,750,0,1
"2010","FIRE",38,66,165,4500,663000,1
"2010","FLOOD",962,74,265447,1996507,10290000,1
"2010","FOG",5,0,0,0,0,10
"2010","FORESTFIRE",18,4,10,0,0,9
"2010","FROST",263,11,0,185371,0,8
"2010","HAILSTORM",23,0,20,0,10080000,10
"2010","HEATWAVE",225,13,0,0,0,7
"2010","Hundimiento",23,0,596,2000,0,10
"2010","Intoxicación",14,13,0,0,0,7
"2010","LANDSLIDE",256,133,417,34950,0,1
"2010","LEAK",9,0,0,10,0,10
"2010","LIQUEFACTION",5,0,1080,100,60000,10
"2010","Onda fría",559,45,0,10000,0,1
"2010","OTHER",4,0,0,0,0,10
"2010","PANIC",2,5,0,500,0,9
"2010","PLAGUE",113,0,0,6000,4080000,10
"2010","POLLUTION",101,10,0,5400,0,8
"2010","Racionamiento",1,0,0,0,0,10
"2010","RAIN",468,42,85940,7023670,4,1
"2010","SNOWSTORM",230,9,0,0,0,8
"2010","SPATE",108,77,6516,59700,0,1
"2010","STORM",312,13,51175,123950,0,7
"2010","STRONGWIND",198,4,5823,248512,0,9
"2010","STRUCTURE",14,3,1206,120,0,9
"2010","SURGE",163,14,0,0,0,7
"2010","TORNADO",1,0,0,0,0,10
"2011","ACCIDENT",8,14,7,0,0,7
"2011","ALLUVION",7,1,596,1350,0,10
"2011","BIOLOGICAL",83,1,0,3500,0,10
"2011","COASTLINE",3,0,0,80000,0,10
"2011","DROUGHT",540,0,0,6000,0,10
"2011","EARTHQUAKE",49,4,604,0,0,9
"2011","ELECTRICSTORM",11,12,0,0,0,7
"2011","EPIDEMIC",55,70,0,1400,0,1
"2011","EXPLOSION",72,41,82,29000,0,1
"2011","FIRE",64,110,114,370,3000,1
"2011","FLOOD",460,24,148162,943382,18000000,5
"2011","FOG",5,0,0,250000,0,10
"2011","FORESTFIRE",309,13,171,51620,7260000,7
"2011","FROST",384,18,0,12950,0,6
"2011","HAILSTORM",17,0,142,0,1500000,10
"2011","HEATWAVE",149,16,0,82000,0,7
"2011","Hundimiento",11,0,559,121700,0,10
"2011","Intoxicación",18,15,0,0,0,7
"2011","LANDSLIDE",160,43,711,2038,1500000,1
"2011","LEAK",22,2,0,50050,0,10
"2011","LIQUEFACTION",2,0,2070,0,0,10
"2011","Onda fría",132,17,0,20074,0,6
"2011","OTHER",3,0,0,350,0,10
"2011","PANIC",3,0,0,0,0,10
"2011","PLAGUE",33,0,0,3500,0,10
"2011","POLLUTION",133,0,95,22600,0,10
"2011","RAIN",310,58,13120,442404,0,1
"2011","SNOWSTORM",103,18,0,45,0,6
"2011","SPATE",33,33,404,0,0,3
"2011","STORM",113,17,1307,46292,180000,6
"2011","STRONGWIND",53,7,800,0,0,8
"2011","STRUCTURE",18,11,0,0,0,8
"2011","SURGE",62,9,0,0,0,8
"2011","TSUNAMI",76,0,0,0,0,10
"2012","ACCIDENT",8,22,0,200,0,5
"2012","BIOLOGICAL",37,0,0,0,0,10
"2012","COASTLINE",2,0,510,2500,0,10
"2012","DROUGHT",560,0,0,321714,0,10
"2012","EARTHQUAKE",169,2,23258,312722,0,10
"2012","ELECTRICSTORM",32,8,0,0,0,8
"2012","EPIDEMIC",100,33,0,0,50000000,3
"2012","ERUPTION",9,0,0,0,0,10
"2012","EXPLOSION",51,34,151,1,0,3
"2012","FIRE",84,74,130,802,180000,1
"2012","FLOOD",122,2,4938,3765,0,10
"2012","FOG",3,0,0,0,0,10
"2012","FORESTFIRE",96,10,8,150,0,8
"2012","FROST",40,0,0,0,0,10
"2012","HAILSTORM",40,0,182,364,0,10
"2012","Hambruna",23,0,0,0,0,10
"2012","HEATWAVE",13,10,0,0,0,8
"2012","Hundimiento",5,0,0,100,0,10
"2012","Intoxicación",17,10,0,0,0,8
"2012","LANDSLIDE",114,32,326,63347,0,3
"2012","LEAK",29,1,0,1600,0,10
"2012","LIQUEFACTION",3,0,39,0,0,10
"2012","Onda fría",39,36,0,0,0,2
"2012","PLAGUE",49,0,0,0,0,10
"2012","POLLUTION",55,0,0,511300,0,10
"2012","RAIN",558,24,21983,36238,0,5
"2012","SNOWSTORM",32,0,0,0,0,10
"2012","SPATE",6,5,2,1000,0,9
"2012","STORM",124,10,6242,24100,0,8
"2012","STRONGWIND",34,3,20,0,0,9
"2012","STRUCTURE",8,3,100,0,0,9
"2012","SURGE",47,11,10,126000,0,8
"2013","ACCIDENT",5,21,0,0,0,5
"2013","BIOLOGICAL",22,0,0,0,0,10
"2013","DROUGHT",233,0,0,1892000,0,10
"2013","EARTHQUAKE",41,0,900,0,0,10
"2013","ELECTRICSTORM",5,6,0,0,0,9
"2013","EPIDEMIC",111,123,0,0,0,1
"2013","ERUPTION",49,0,0,800,0,10
"2013","EXPLOSION",36,125,84,300,0,1
"2013","FIRE",56,28,50,0,0,4
"2013","FLOOD",366,34,51682,430679,0,3
"2013","FOG",4,0,0,0,0,10
